ID;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
17068;Female;*;*;*;*;*;*;Other;<=50K
17069;Female;*;*;*;*;*;*;Other;>50K
17070;Male;*;*;spouse not present;*;*;*;Other;<=50K
17071;Female;*;*;*;*;*;*;Nontechnical;<=50K
17072;Female;*;*;*;*;*;*;Other;<=50K
17073;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17074;Male;*;*;spouse present;*;*;*;Other;<=50K
17075;Female;*;*;*;*;*;*;Other;<=50K
17076;Female;*;*;*;*;*;*;Nontechnical;<=50K
17077;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17078;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17079;Male;*;*;spouse not present;*;*;*;Other;<=50K
17080;Male;*;*;spouse not present;*;*;*;Other;<=50K
17081;Female;*;*;*;*;*;*;Nontechnical;>50K
17082;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17083;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17084;Male;*;*;spouse present;*;*;*;Other;>50K
17085;Female;*;*;*;*;*;*;Other;<=50K
17086;Male;*;*;spouse present;*;*;*;Technical;<=50K
17087;Female;*;*;*;*;*;*;Technical;<=50K
17088;Male;*;*;spouse present;*;*;*;Technical;<=50K
17089;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17090;Male;*;*;spouse present;*;*;*;Technical;>50K
17091;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17092;Male;*;*;spouse present;*;*;*;Technical;<=50K
17093;Male;*;*;spouse present;*;*;*;Technical;>50K
17094;Male;*;*;spouse present;*;*;*;Other;<=50K
17095;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17096;Female;*;*;*;*;*;*;Other;<=50K
17097;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17098;Male;*;*;spouse not present;*;*;*;Other;>50K
17099;Male;*;*;spouse present;*;*;*;Technical;<=50K
17100;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17101;Male;*;*;spouse present;*;*;*;Technical;<=50K
17102;Male;*;*;spouse not present;*;*;*;Nontechnical;>50K
17103;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17104;Male;*;*;spouse present;*;*;*;Other;<=50K
17105;Female;*;*;*;*;*;*;Technical;>50K
17106;Male;*;*;spouse not present;*;*;*;Other;<=50K
17107;Male;*;*;spouse present;*;*;*;Technical;>50K
17108;Male;*;*;spouse not present;*;*;*;Other;>50K
17109;Female;*;*;*;*;*;*;Other;<=50K
17110;Female;*;*;*;*;*;*;Nontechnical;<=50K
17111;Male;*;*;spouse present;*;*;*;Technical;>50K
17112;Male;*;*;spouse present;*;*;*;Technical;>50K
17113;Female;*;*;*;*;*;*;Nontechnical;<=50K
17114;Female;*;*;*;*;*;*;Other;<=50K
17115;Female;*;*;*;*;*;*;Other;<=50K
17116;Male;*;*;spouse present;*;*;*;Technical;>50K
17117;Male;*;*;spouse not present;*;*;*;Other;<=50K
17118;Male;*;*;spouse present;*;*;*;Other;<=50K
17119;Female;*;*;*;*;*;*;Other;<=50K
17120;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17121;Female;*;*;*;*;*;*;Other;<=50K
17122;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17123;Male;*;*;spouse present;*;*;*;Other;<=50K
17124;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17125;Male;*;*;spouse present;*;*;*;Technical;<=50K
17126;Male;*;*;spouse present;*;*;*;Technical;>50K
17127;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17128;Male;*;*;spouse present;*;*;*;Technical;>50K
17129;Female;*;*;*;*;*;*;Technical;>50K
17130;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17131;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17132;Male;*;*;spouse present;*;*;*;Technical;<=50K
17133;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17134;Female;*;*;*;*;*;*;Technical;<=50K
17135;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17136;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17137;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17138;Female;*;*;*;*;*;*;Technical;<=50K
17139;Male;*;*;spouse present;*;*;*;Other;<=50K
17140;Male;*;*;spouse present;*;*;*;Technical;>50K
17141;Male;*;*;spouse not present;*;*;*;Technical;>50K
17142;Male;*;*;spouse present;*;*;*;Technical;<=50K
17143;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17144;Female;*;*;*;*;*;*;Other;<=50K
17145;Male;*;*;spouse present;*;*;*;Other;<=50K
17146;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17147;Female;*;*;*;*;*;*;Nontechnical;<=50K
17148;Male;*;*;spouse present;*;*;*;Technical;<=50K
17149;Female;*;*;*;*;*;*;Nontechnical;<=50K
17150;Female;*;*;*;*;*;*;Other;<=50K
17151;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17152;Male;*;*;spouse present;*;*;*;Technical;<=50K
17153;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17154;Male;*;*;spouse present;*;*;*;Other;>50K
17155;Female;*;*;*;*;*;*;Other;<=50K
17156;Female;*;*;*;*;*;*;Nontechnical;<=50K
17157;Female;*;*;*;*;*;*;Nontechnical;>50K
17158;Male;*;*;spouse not present;*;*;*;Other;<=50K
17159;Female;*;*;*;*;*;*;Other;<=50K
17160;Female;*;*;*;*;*;*;Other;<=50K
17161;Male;*;*;spouse not present;*;*;*;Other;<=50K
17162;Male;*;*;spouse not present;*;*;*;Other;<=50K
17163;Male;*;*;spouse not present;*;*;*;Other;<=50K
17164;Male;*;*;spouse not present;*;*;*;Other;<=50K
17165;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17166;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17167;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17168;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17169;Female;*;*;*;*;*;*;Nontechnical;<=50K
17170;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17171;Male;*;*;spouse not present;*;*;*;Other;<=50K
17172;Female;*;*;*;*;*;*;Technical;<=50K
17173;Male;*;*;spouse present;*;*;*;Other;>50K
17174;Male;*;*;spouse present;*;*;*;Technical;>50K
17175;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17176;Male;*;*;spouse present;*;*;*;Technical;>50K
17177;Male;*;*;spouse present;*;*;*;Technical;>50K
17178;Male;*;*;spouse present;*;*;*;Technical;<=50K
17179;Female;*;*;*;*;*;*;Nontechnical;<=50K
17180;Male;*;*;spouse not present;*;*;*;Technical;>50K
17181;Male;*;*;spouse present;*;*;*;Technical;>50K
17182;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17183;Male;*;*;spouse present;*;*;*;Technical;>50K
17184;Female;*;*;*;*;*;*;Nontechnical;<=50K
17185;Male;*;*;spouse present;*;*;*;Technical;>50K
17186;Female;*;*;*;*;*;*;Technical;>50K
17187;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17188;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17189;Male;*;*;spouse present;*;*;*;Technical;<=50K
17190;Female;*;*;*;*;*;*;Other;<=50K
17191;Female;*;*;*;*;*;*;Nontechnical;<=50K
17192;Female;*;*;*;*;*;*;Technical;<=50K
17193;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17194;Female;*;*;*;*;*;*;Other;<=50K
17195;Male;*;*;spouse present;*;*;*;Technical;<=50K
17196;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17197;Female;*;*;*;*;*;*;Other;<=50K
17198;Female;*;*;*;*;*;*;Nontechnical;<=50K
17199;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17200;Male;*;*;spouse present;*;*;*;Technical;<=50K
17201;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17202;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17203;Male;*;*;spouse present;*;*;*;Technical;<=50K
17204;Male;*;*;spouse present;*;*;*;Other;<=50K
17205;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17206;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17207;Male;*;*;spouse present;*;*;*;Other;>50K
17208;Male;*;*;spouse not present;*;*;*;Other;<=50K
17209;Male;*;*;spouse present;*;*;*;Technical;<=50K
17210;Male;*;*;spouse present;*;*;*;Other;<=50K
17211;Female;*;*;*;*;*;*;Technical;<=50K
17212;Male;*;*;spouse present;*;*;*;Other;>50K
17213;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17214;Male;*;*;spouse present;*;*;*;Technical;>50K
17215;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17216;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17217;Female;*;*;*;*;*;*;Nontechnical;<=50K
17218;Female;*;*;*;*;*;*;Nontechnical;<=50K
17219;Female;*;*;*;*;*;*;Other;<=50K
17220;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17221;Female;*;*;*;*;*;*;Other;<=50K
17222;Male;*;*;spouse present;*;*;*;Technical;<=50K
17223;Male;*;*;spouse not present;*;*;*;Other;<=50K
17224;Female;*;*;*;*;*;*;Nontechnical;<=50K
17225;Female;*;*;*;*;*;*;Nontechnical;>50K
17226;Female;*;*;*;*;*;*;Nontechnical;<=50K
17227;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17228;Female;*;*;*;*;*;*;Other;<=50K
17229;Male;*;*;spouse present;*;*;*;Other;<=50K
17230;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17231;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17232;Female;*;*;*;*;*;*;Other;<=50K
17233;Female;*;*;*;*;*;*;Other;<=50K
17234;Male;*;*;spouse present;*;*;*;Technical;<=50K
17235;Female;*;*;*;*;*;*;Nontechnical;<=50K
17236;Male;*;*;spouse present;*;*;*;Technical;>50K
17237;Male;*;*;spouse present;*;*;*;Technical;>50K
17238;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17239;Female;*;*;*;*;*;*;Other;>50K
17240;Female;*;*;*;*;*;*;Other;<=50K
17241;Male;*;*;spouse not present;*;*;*;Other;<=50K
17242;Male;*;*;spouse not present;*;*;*;Other;<=50K
17243;Female;*;*;*;*;*;*;Other;<=50K
17244;Female;*;*;*;*;*;*;Nontechnical;<=50K
17245;Male;*;*;spouse not present;*;*;*;Other;<=50K
17246;Female;*;*;*;*;*;*;Other;<=50K
17247;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17248;Female;*;*;*;*;*;*;Technical;>50K
17249;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17250;Female;*;*;*;*;*;*;Other;<=50K
17251;Female;*;*;*;*;*;*;Other;<=50K
17252;Female;*;*;*;*;*;*;Other;<=50K
17253;Female;*;*;*;*;*;*;Technical;<=50K
17254;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17255;Female;*;*;*;*;*;*;Nontechnical;<=50K
17256;Female;*;*;*;*;*;*;Technical;<=50K
17257;Female;*;*;*;*;*;*;Other;>50K
17258;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17259;Male;*;*;spouse not present;*;*;*;Other;<=50K
17260;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17261;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17262;Female;*;*;*;*;*;*;Technical;<=50K
17263;Female;*;*;*;*;*;*;Technical;<=50K
17264;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17265;Female;*;*;*;*;*;*;Other;<=50K
17266;Male;*;*;spouse present;*;*;*;Technical;>50K
17267;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17268;Female;*;*;*;*;*;*;Other;<=50K
17269;Male;*;*;spouse present;*;*;*;Technical;<=50K
17270;Female;*;*;*;*;*;*;Other;<=50K
17271;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17272;Female;*;*;*;*;*;*;Nontechnical;<=50K
17273;Male;*;*;spouse present;*;*;*;Technical;<=50K
17274;Female;*;*;*;*;*;*;Other;<=50K
17275;Male;*;*;spouse present;*;*;*;Technical;<=50K
17276;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17277;Male;*;*;spouse present;*;*;*;Technical;>50K
17278;Male;*;*;spouse not present;*;*;*;Other;<=50K
17279;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17280;Female;*;*;*;*;*;*;Technical;<=50K
17281;Male;*;*;spouse present;*;*;*;Technical;<=50K
17282;Male;*;*;spouse present;*;*;*;Other;>50K
17283;Female;*;*;*;*;*;*;Technical;<=50K
17284;Male;*;*;spouse not present;*;*;*;Other;<=50K
17285;Female;*;*;*;*;*;*;Other;>50K
17286;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17287;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17288;Male;*;*;spouse present;*;*;*;Technical;>50K
17289;Female;*;*;*;*;*;*;Other;<=50K
17290;Male;*;*;spouse present;*;*;*;Other;>50K
17291;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17292;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17293;Male;*;*;spouse present;*;*;*;Other;>50K
17294;Male;*;*;spouse not present;*;*;*;Other;<=50K
17295;Male;*;*;spouse not present;*;*;*;Technical;>50K
17296;Male;*;*;spouse present;*;*;*;Other;<=50K
17297;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17298;Male;*;*;spouse present;*;*;*;Technical;>50K
17299;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17300;Female;*;*;*;*;*;*;Other;<=50K
17301;Female;*;*;*;*;*;*;Other;<=50K
17302;Male;*;*;spouse present;*;*;*;Technical;>50K
17303;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17304;Male;*;*;spouse present;*;*;*;Technical;<=50K
17305;Male;*;*;spouse present;*;*;*;Technical;>50K
17306;Female;*;*;*;*;*;*;Technical;<=50K
17307;Female;*;*;*;*;*;*;Other;>50K
17308;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17309;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17310;Male;*;*;spouse not present;*;*;*;Other;<=50K
17311;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17312;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17313;Male;*;*;spouse present;*;*;*;Other;<=50K
17314;Female;*;*;*;*;*;*;Technical;<=50K
17315;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17316;Male;*;*;spouse not present;*;*;*;Other;<=50K
17317;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17318;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17319;Male;*;*;spouse present;*;*;*;Technical;<=50K
17320;Female;*;*;*;*;*;*;Technical;<=50K
17321;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17322;Male;*;*;spouse present;*;*;*;Other;<=50K
17323;Female;*;*;*;*;*;*;Technical;<=50K
17324;Male;*;*;spouse present;*;*;*;Other;<=50K
17325;Male;*;*;spouse not present;*;*;*;Other;<=50K
17326;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17327;Male;*;*;spouse present;*;*;*;Technical;<=50K
17328;Male;*;*;spouse present;*;*;*;Technical;<=50K
17329;Male;*;*;spouse not present;*;*;*;Other;<=50K
17330;Male;*;*;spouse present;*;*;*;Technical;<=50K
17331;Female;*;*;*;*;*;*;Technical;<=50K
17332;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17333;Male;*;*;spouse present;*;*;*;Technical;>50K
17334;Female;*;*;*;*;*;*;Technical;<=50K
17335;Male;*;*;spouse present;*;*;*;Technical;<=50K
17336;Male;*;*;spouse not present;*;*;*;Other;<=50K
17337;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17338;Male;*;*;spouse present;*;*;*;Technical;>50K
17339;Male;*;*;spouse not present;*;*;*;Other;<=50K
17340;Male;*;*;spouse present;*;*;*;Other;>50K
17341;Male;*;*;spouse present;*;*;*;Other;<=50K
17342;Male;*;*;spouse present;*;*;*;Other;<=50K
17343;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17344;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17345;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17346;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17347;Male;*;*;spouse present;*;*;*;Other;<=50K
17348;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17349;Male;*;*;spouse present;*;*;*;Technical;>50K
17350;Female;*;*;*;*;*;*;Other;<=50K
17351;Female;*;*;*;*;*;*;Other;<=50K
17352;Male;*;*;spouse present;*;*;*;Technical;<=50K
17353;Female;*;*;*;*;*;*;Technical;<=50K
17354;Female;*;*;*;*;*;*;Technical;<=50K
17355;Male;*;*;spouse present;*;*;*;Other;<=50K
17356;Female;*;*;*;*;*;*;Other;<=50K
17357;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17358;Female;*;*;*;*;*;*;Technical;<=50K
17359;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17360;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17361;Female;*;*;*;*;*;*;Technical;<=50K
17362;Male;*;*;spouse present;*;*;*;Technical;>50K
17363;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17364;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17365;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17366;Male;*;*;spouse not present;*;*;*;Other;<=50K
17367;Male;*;*;spouse present;*;*;*;Other;<=50K
17368;Male;*;*;spouse present;*;*;*;Other;>50K
17369;Male;*;*;spouse present;*;*;*;Other;<=50K
17370;Male;*;*;spouse not present;*;*;*;Other;<=50K
17371;Female;*;*;*;*;*;*;Technical;<=50K
17372;Male;*;*;spouse present;*;*;*;Other;<=50K
17373;Female;*;*;*;*;*;*;Other;<=50K
17374;Female;*;*;*;*;*;*;Technical;<=50K
17375;Female;*;*;*;*;*;*;Other;<=50K
17376;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17377;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17378;Female;*;*;*;*;*;*;Technical;<=50K
17379;Female;*;*;*;*;*;*;Other;<=50K
17380;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17381;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17382;Male;*;*;spouse present;*;*;*;Technical;<=50K
17383;Female;*;*;*;*;*;*;Nontechnical;<=50K
17384;Female;*;*;*;*;*;*;Other;<=50K
17385;Male;*;*;spouse present;*;*;*;Technical;<=50K
17386;Male;*;*;spouse not present;*;*;*;Other;<=50K
17387;Female;*;*;*;*;*;*;Other;<=50K
17388;Female;*;*;*;*;*;*;Technical;<=50K
17389;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17390;Male;*;*;spouse present;*;*;*;Technical;>50K
17391;Female;*;*;*;*;*;*;Nontechnical;<=50K
17392;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17393;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17394;Female;*;*;*;*;*;*;Other;<=50K
17395;Male;*;*;spouse not present;*;*;*;Other;<=50K
17396;Male;*;*;spouse present;*;*;*;Other;<=50K
17397;Male;*;*;spouse not present;*;*;*;Other;<=50K
17398;Male;*;*;spouse present;*;*;*;Technical;<=50K
17399;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17400;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17401;Male;*;*;spouse not present;*;*;*;Other;<=50K
17402;Male;*;*;spouse not present;*;*;*;Other;<=50K
17403;Female;*;*;*;*;*;*;Nontechnical;<=50K
17404;Female;*;*;*;*;*;*;Technical;>50K
17405;Male;*;*;spouse present;*;*;*;Technical;>50K
17406;Male;*;*;spouse not present;*;*;*;Nontechnical;>50K
17407;Female;*;*;*;*;*;*;Technical;<=50K
17408;Male;*;*;spouse present;*;*;*;Technical;<=50K
17409;Male;*;*;spouse not present;*;*;*;Other;<=50K
17410;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17411;Female;*;*;*;*;*;*;Other;<=50K
17412;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17413;Female;*;*;*;*;*;*;Other;<=50K
17414;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17415;Male;*;*;spouse present;*;*;*;Other;<=50K
17416;Male;*;*;spouse present;*;*;*;Other;<=50K
17417;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17418;Female;*;*;*;*;*;*;Nontechnical;<=50K
17419;Male;*;*;spouse present;*;*;*;Technical;<=50K
17420;Male;*;*;spouse present;*;*;*;Technical;<=50K
17421;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17422;Male;*;*;spouse present;*;*;*;Other;<=50K
17423;Male;*;*;spouse not present;*;*;*;Technical;>50K
17424;Male;*;*;spouse not present;*;*;*;Other;<=50K
17425;Female;*;*;*;*;*;*;Nontechnical;<=50K
17426;Female;*;*;*;*;*;*;Nontechnical;<=50K
17427;Female;*;*;*;*;*;*;Other;<=50K
17428;Male;*;*;spouse not present;*;*;*;Other;<=50K
17429;Female;*;*;*;*;*;*;Technical;<=50K
17430;Male;*;*;spouse not present;*;*;*;Other;<=50K
17431;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17432;Female;*;*;*;*;*;*;Other;<=50K
17433;Female;*;*;*;*;*;*;Other;<=50K
17434;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17435;Female;*;*;*;*;*;*;Nontechnical;<=50K
17436;Female;*;*;*;*;*;*;Other;<=50K
17437;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17438;Female;*;*;*;*;*;*;Other;<=50K
17439;Male;*;*;spouse present;*;*;*;Technical;>50K
17440;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17441;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17442;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17443;Female;*;*;*;*;*;*;Technical;<=50K
17444;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17445;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17446;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17447;Female;*;*;*;*;*;*;Other;<=50K
17448;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17449;Female;*;*;*;*;*;*;Technical;<=50K
17450;Male;*;*;spouse present;*;*;*;Technical;>50K
17451;Male;*;*;spouse present;*;*;*;Other;>50K
17452;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17453;Male;*;*;spouse not present;*;*;*;Other;>50K
17454;Female;*;*;*;*;*;*;Other;<=50K
17455;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17456;Male;*;*;spouse present;*;*;*;Other;<=50K
17457;Female;*;*;*;*;*;*;Nontechnical;<=50K
17458;Male;*;*;spouse not present;*;*;*;Other;<=50K
17459;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17460;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17461;Female;*;*;*;*;*;*;Other;<=50K
17462;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17463;Male;*;*;spouse present;*;*;*;Technical;<=50K
17464;Male;*;*;spouse present;*;*;*;Technical;<=50K
17465;Male;*;*;spouse present;*;*;*;Technical;<=50K
17466;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17467;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17468;Female;*;*;*;*;*;*;Nontechnical;<=50K
17469;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17470;Male;*;*;spouse present;*;*;*;Other;<=50K
17471;Male;*;*;spouse not present;*;*;*;Technical;>50K
17472;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17473;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17474;Female;*;*;*;*;*;*;Other;<=50K
17475;Male;*;*;spouse not present;*;*;*;Other;<=50K
17476;Male;*;*;spouse not present;*;*;*;Nontechnical;>50K
17477;Female;*;*;*;*;*;*;Nontechnical;>50K
17478;Female;*;*;*;*;*;*;Other;<=50K
17479;Female;*;*;*;*;*;*;Technical;<=50K
17480;Male;*;*;spouse not present;*;*;*;Other;<=50K
17481;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17482;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17483;Female;*;*;*;*;*;*;Technical;<=50K
17484;Female;*;*;*;*;*;*;Technical;>50K
17485;Female;*;*;*;*;*;*;Other;<=50K
17486;Male;*;*;spouse present;*;*;*;Technical;<=50K
17487;Male;*;*;spouse not present;*;*;*;Technical;<=50K
17488;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17489;Male;*;*;spouse not present;*;*;*;Other;<=50K
17490;Male;*;*;spouse present;*;*;*;Other;<=50K
17491;Male;*;*;spouse present;*;*;*;Other;<=50K
17492;Male;*;*;spouse present;*;*;*;Other;>50K
17493;Female;*;*;*;*;*;*;Other;<=50K
17494;Female;*;*;*;*;*;*;Nontechnical;<=50K
17495;Male;*;*;spouse present;*;*;*;Technical;>50K
17496;Male;*;*;spouse present;*;*;*;Other;<=50K
17497;Female;*;*;*;*;*;*;Nontechnical;>50K
17498;Female;*;*;*;*;*;*;Nontechnical;<=50K
17499;Male;*;*;spouse present;*;*;*;Technical;<=50K
17500;Male;*;*;spouse present;*;*;*;Technical;<=50K
17501;Female;*;*;*;*;*;*;Nontechnical;<=50K
17502;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17503;Male;*;*;spouse present;*;*;*;Technical;>50K
17504;Female;*;*;*;*;*;*;Nontechnical;<=50K
17505;Male;*;*;spouse present;*;*;*;Other;<=50K
17506;Male;*;*;spouse present;*;*;*;Technical;>50K
17507;Male;*;*;spouse present;*;*;*;Technical;>50K
17508;Male;*;*;spouse not present;*;*;*;Other;<=50K
17509;Female;*;*;*;*;*;*;Other;<=50K
17510;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17511;Male;*;*;spouse present;*;*;*;Other;>50K
17512;Male;*;*;spouse present;*;*;*;Other;>50K
17513;Male;*;*;spouse not present;*;*;*;Other;<=50K
17514;Male;*;*;spouse present;*;*;*;Technical;>50K
17515;Male;*;*;spouse not present;*;*;*;Other;<=50K
17516;Male;*;*;spouse present;*;*;*;Technical;>50K
17517;Male;*;*;spouse present;*;*;*;Technical;>50K
17518;Female;*;*;*;*;*;*;Other;<=50K
17519;Female;*;*;*;*;*;*;Other;>50K
17520;Female;*;*;*;*;*;*;Nontechnical;<=50K
17521;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17522;Male;*;*;spouse present;*;*;*;Technical;>50K
17523;Female;*;*;*;*;*;*;Nontechnical;>50K
17524;Male;*;*;spouse not present;*;*;*;Other;<=50K
17525;Female;*;*;*;*;*;*;Technical;<=50K
17526;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17527;Female;*;*;*;*;*;*;Technical;<=50K
17528;Female;*;*;*;*;*;*;Technical;<=50K
17529;Male;*;*;spouse present;*;*;*;Technical;<=50K
17530;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
17531;Female;*;*;*;*;*;*;Nontechnical;<=50K
17532;Male;*;*;spouse present;*;*;*;Technical;>50K
17533;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
17534;Male;*;*;spouse present;*;*;*;Technical;>50K
17535;Male;*;*;spouse present;*;*;*;Other;>50K
17536;Female;*;*;*;*;*;*;Technical;<=50K
17537;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
17538;Male;*;*;spouse present;*;*;*;Technical;>50K
17539;Male;*;*;spouse present;*;*;*;Technical;>50K
